SampleName	HALLMARK.ADIPOGENESIS_BIN	HALLMARK.ALLOGRAFT.REJECTION_BIN	HALLMARK.ANDROGEN.RESPONSE_BIN	HALLMARK.ANGIOGENESIS_BIN	HALLMARK.APICAL.JUNCTION_BIN	HALLMARK.APICAL.SURFACE_BIN	HALLMARK.APOPTOSIS_BIN	HALLMARK.BILE.ACID.METABOLISM_BIN	HALLMARK.CHOLESTEROL.HOMEOSTASIS_BIN	HALLMARK.COAGULATION_BIN	HALLMARK.COMPLEMENT_BIN	HALLMARK.DNA.REPAIR_BIN	HALLMARK.E2F.TARGETS_BIN	HALLMARK.EPITHELIAL.MESENCHYMAL.TRANSITION_BIN	HALLMARK.ESTROGEN.RESPONSE.EARLY_BIN	HALLMARK.ESTROGEN.RESPONSE.LATE_BIN	HALLMARK.FATTY.ACID.METABOLISM_BIN	HALLMARK.G2M.CHECKPOINT_BIN	HALLMARK.GLYCOLYSIS_BIN	HALLMARK.HEDGEHOG.SIGNALING_BIN	HALLMARK.HEME.METABOLISM_BIN	HALLMARK.HYPOXIA_BIN	HALLMARK.IL2.STAT5.SIGNALING_BIN	HALLMARK.IL6.JAK.STAT3.SIGNALING_BIN	HALLMARK.INFLAMMATORY.RESPONSE_BIN	HALLMARK.INTERFERON.ALPHA.RESPONSE_BIN	HALLMARK.INTERFERON.GAMMA.RESPONSE_BIN	HALLMARK.KRAS.SIGNALING.DN_BIN	HALLMARK.KRAS.SIGNALING.UP_BIN	HALLMARK.MITOTIC.SPINDLE_BIN	HALLMARK.MTORC1.SIGNALING_BIN	HALLMARK.MYC.TARGETS.V1_BIN	HALLMARK.MYC.TARGETS.V2_BIN	HALLMARK.MYOGENESIS_BIN	HALLMARK.NOTCH.SIGNALING_BIN	HALLMARK.OXIDATIVE.PHOSPHORYLATION_BIN	HALLMARK.P53.PATHWAY_BIN	HALLMARK.PANCREAS.BETA.CELLS_BIN	HALLMARK.PEROXISOME_BIN	HALLMARK.PI3K.AKT.MTOR.SIGNALING_BIN	HALLMARK.PROTEIN.SECRETION_BIN	HALLMARK.REACTIVE.OXYGEN.SPECIES.PATHWAY_BIN	HALLMARK.SPERMATOGENESIS_BIN	HALLMARK.TGF.BETA.SIGNALING_BIN	HALLMARK.TNFA.SIGNALING.VIA.NFKB_BIN	HALLMARK.UNFOLDED.PROTEIN.RESPONSE_BIN	HALLMARK.UV.RESPONSE.DN_BIN	HALLMARK.UV.RESPONSE.UP_BIN	HALLMARK.WNT.BETA.CATENIN.SIGNALING_BIN	HALLMARK.XENOBIOTIC.METABOLISM_BIN
Liu_NatMed_2019.p140.ar.42381	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian
Liu_NatMed_2019.p141.ar.42375	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian
Liu_NatMed_2019.p142.ar.99955	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian
Liu_NatMed_2019.p143.ar.00559	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian
Liu_NatMed_2019.p144.ar.00018	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian
Liu_NatMed_2019.p145.ar.99986	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian
Liu_NatMed_2019.p146.ar.00580	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian
Liu_NatMed_2019.p147.ar.00553	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian
Liu_NatMed_2019.p148.ar.00014	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian
Liu_NatMed_2019.p149.ar.99973	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian
Liu_NatMed_2019.p150.ar.00558	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian
Liu_NatMed_2019.p154.ar.00010	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian
Liu_NatMed_2019.p155.ar.99989	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian
Liu_NatMed_2019.p156.ar.99967	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian
Liu_NatMed_2019.p158.ar.00561	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian
Liu_NatMed_2019.p159.ar.00565	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian
Liu_NatMed_2019.p162.ar.00555	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian
Liu_NatMed_2019.p163.ar.99974	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian
Liu_NatMed_2019.p165.ar.00569	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian
Liu_NatMed_2019.p166.ar.00581	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian
Liu_NatMed_2019.p167.ar.00582	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian
Liu_NatMed_2019.p168.ar.00000	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian
Liu_NatMed_2019.p169.ar.00572	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian
Liu_NatMed_2019.p170.ar.00549	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian
Liu_NatMed_2019.p172.ar.99987	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	Low_BelowMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	Low_BelowMedian	High_AboveMedian	High_AboveMedian
